timestamp,run_id,label,scenario,sensor,event_type,proto,app_proto,src_ip,src_port,dest_ip,dest_port,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,flow_state,modbus_function,modbus_access,modbus_address,modbus_quantity,modbus_value,engine_rpm,ballast_level,ballast_setpoint,rpm_command,heading_cmd,heading,rudder_angle,gen_load,bus_freq,load_cmd,alert_signature,alert_sid,src_port_role,write_band,read_band,source_dataset,register_space,macyste_decoded,governor_left,governor_right,rudder_command,hydraulic_pump_rpm_left,fuel_flow_left,pressure_valve_flow_left,hydraulic_pressure_left,oil_temperature_left,hydraulic_pump_rpm_right,fuel_flow_right,pressure_valve_flow_right,hydraulic_pressure_right,oil_temperature_right,oil_level_left,oil_level_right,expansion_oil_level_common,expansion_oil_level_left,expansion_oil_level_right,rudder_angle_actual,throttle_command_left,throttle_command_right,eve_timestamp,flow_start,flow_end,flow_duration,phase,flow_spans_phase_boundary
2026-07-26T11:44:51.259093+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57674,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,5,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:51.259093+0000,,,,recon_burst,0
2026-07-26T11:44:50.439563+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57566,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:50.439563+0000,,,,recon_burst,0
2026-07-26T11:44:49.699130+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57486,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,15,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:49.699130+0000,,,,recon_burst,0
2026-07-26T11:44:51.175907+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57660,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,30,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:51.175907+0000,,,,recon_burst,0
2026-07-26T11:44:50.107944+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57530,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,14,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:50.107944+0000,,,,recon_burst,0
2026-07-26T11:44:51.831894+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57758,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:51.831894+0000,,,,recon_burst,0
2026-07-26T11:44:49.455809+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57470,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:49.455809+0000,,,,recon_burst,0
2026-07-26T11:44:49.537127+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57482,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:49.537127+0000,,,,recon_burst,0
2026-07-26T11:44:50.273057+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57546,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:50.273057+0000,,,,recon_burst,0
2026-07-26T11:44:51.587990+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57726,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,29,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:51.587990+0000,,,,recon_burst,0
2026-07-26T11:44:52.322099+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57822,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:52.322099+0000,,,,recon_burst,0
2026-07-26T11:44:50.602861+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57580,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:50.602861+0000,,,,recon_burst,0
2026-07-26T11:44:49.537372+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57482,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,3,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:49.537372+0000,,,,recon_burst,0
2026-07-26T11:44:50.439891+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57566,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,7,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:50.439891+0000,,,,recon_burst,0
2026-07-26T11:44:52.647513+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57862,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:52.647513+0000,,,,recon_burst,0
2026-07-26T11:44:51.832313+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57758,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,16,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:51.832313+0000,,,,recon_burst,0
2026-07-26T11:44:52.239717+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57814,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,ephemeral,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:52.239717+0000,,,,recon_burst,0
2026-07-26T11:44:49.456414+0000,macyste-20260726T113328Z-recon-r02,attack,macyste_recon,macyste-steering,modbus,TCP,,172.30.70.250,57470,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,28,1,,,,,,,,,,,,,,ephemeral,na,scan,macyste,input,0,,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:44:49.456414+0000,,,,recon_burst,0
